,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value(£),Wage(£),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height(cm.),Weight(lbs.),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Year_Joined
9248,230412,Mateus Couteira,32,https://cdn.sofifa.com/players/230/412/17_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,63,63,Vasco da Gama,https://cdn.sofifa.com/teams/569/light_30.png,190000.0,500.0,1616,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,SUB,19.0,2016-08-22,None,2020.0,177.8,165,54.0,24.0,65.0,62.0,54.0,45.0,50.0,44.0,58.0,48.0,68.0,59.0,63.0,61.0,68.0,41.0,68.0,52.0,67.0,42.0,61.0,65.0,44.0,45.0,57.0,41.0,57.0,61.0,68.0,15.0,11.0,14.0,10.0,15.0,CB,62.0,2016
9249,193091,B. Nuytinck,26,https://cdn.sofifa.com/players/193/091/17_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,72,74,RSC Anderlecht,https://cdn.sofifa.com/teams/229/light_30.png,2100000.0,15000.0,1616,Left,1.0,2.0,2.0,Medium/ Medium,Normal (185+),No,LCB,14.0,2012-08-31,None,2018.0,190.5,176,35.0,32.0,76.0,63.0,43.0,58.0,47.0,34.0,66.0,68.0,44.0,48.0,46.0,68.0,47.0,62.0,63.0,68.0,78.0,36.0,74.0,69.0,28.0,59.0,47.0,69.0,68.0,74.0,71.0,7.0,6.0,10.0,12.0,9.0,CB,71.0,2012
9250,180351,C. Byrne,30,https://cdn.sofifa.com/players/180/351/17_60.png,Republic of Ireland,https://cdn.sofifa.com/flags/ie.png,62,62,St. Patrick's Athletic,https://cdn.sofifa.com/teams/423/light_30.png,250000.0,1000.0,1616,Right,1.0,3.0,2.0,High/ High,Normal (170-185),No,RW,7.0,2013-02-01,None,2017.0,180.34,163,63.0,60.0,56.0,61.0,51.0,63.0,55.0,66.0,52.0,62.0,63.0,60.0,72.0,55.0,55.0,62.0,72.0,74.0,61.0,68.0,54.0,21.0,70.0,53.0,66.0,53.0,26.0,19.0,17.0,14.0,10.0,16.0,8.0,11.0,RM,62.0,2013
9251,192114,A. Briseño,22,https://cdn.sofifa.com/players/192/114/17_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,67,72,Tiburones Rojos de Veracruz,https://cdn.sofifa.com/teams/110145/light_30.png,825000.0,6000.0,1616,Right,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,LB,4.0,2017-09-11,Tigres U.A.N.L.,2017.0,182.88,159,47.0,41.0,70.0,59.0,45.0,41.0,46.0,46.0,44.0,55.0,67.0,69.0,63.0,58.0,64.0,45.0,81.0,58.0,79.0,46.0,66.0,65.0,20.0,47.0,54.0,44.0,64.0,65.0,58.0,7.0,16.0,14.0,6.0,10.0,CB,66.0,2017
9252,152772,Quirino,31,https://cdn.sofifa.com/players/152/772/17_60.png,Timor-Leste,https://cdn.sofifa.com/flags/tl.png,63,63,Shonan Bellmare,https://cdn.sofifa.com/teams/113161/light_30.png,300000.0,2000.0,1616,Right,1.0,3.0,3.0,Medium/ Low,Normal (170-185),No,SUB,26.0,2015-09-18,None,2022.0,180.34,176,49.0,62.0,50.0,53.0,58.0,65.0,60.0,54.0,50.0,60.0,74.0,80.0,58.0,58.0,57.0,67.0,82.0,54.0,80.0,51.0,55.0,43.0,56.0,45.0,55.0,60.0,27.0,33.0,26.0,11.0,10.0,13.0,10.0,10.0,ST,62.0,2015
9253,203189,V. Ljung,25,https://cdn.sofifa.com/players/203/189/17_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,64,66,Helsingborgs IF,https://cdn.sofifa.com/teams/432/light_30.png,425000.0,2000.0,1616,Right,1.0,4.0,2.0,Medium/ Medium,Normal (185+),No,RES,7.0,2016-01-11,None,2018.0,185.42000000000002,176,63.0,28.0,56.0,63.0,28.0,59.0,51.0,34.0,60.0,57.0,65.0,72.0,59.0,60.0,59.0,58.0,72.0,74.0,70.0,40.0,75.0,64.0,39.0,41.0,30.0,52.0,63.0,58.0,64.0,12.0,14.0,7.0,10.0,11.0,LB,64.0,2016
9254,231266,N. Janvier,17,https://cdn.sofifa.com/players/231/266/17_60.png,France,https://cdn.sofifa.com/flags/fr.png,61,81,Stade Rennais FC,https://cdn.sofifa.com/teams/74/light_30.png,425000.0,5000.0,1616,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,35.0,2015-10-04,None,2018.0,170.18,157,59.0,54.0,58.0,65.0,40.0,60.0,60.0,40.0,61.0,60.0,64.0,64.0,82.0,57.0,86.0,59.0,58.0,60.0,47.0,48.0,64.0,30.0,50.0,60.0,52.0,48.0,43.0,48.0,45.0,12.0,5.0,6.0,13.0,6.0,CAM,60.0,2015
9255,229103,J. van Son,28,https://cdn.sofifa.com/players/229/103/17_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,63,63,Roda JC Kerkrade,https://cdn.sofifa.com/teams/1902/light_30.png,275000.0,3000.0,1616,Right,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,SUB,18.0,2015-06-17,None,2018.0,180.34,159,51.0,40.0,66.0,62.0,40.0,58.0,44.0,39.0,61.0,60.0,59.0,50.0,68.0,62.0,60.0,52.0,65.0,70.0,65.0,32.0,65.0,61.0,36.0,49.0,51.0,44.0,65.0,62.0,61.0,15.0,11.0,15.0,10.0,11.0,CDM,63.0,2015
9256,232609,G. Notsuda,22,https://cdn.sofifa.com/players/232/609/17_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,64,68,Vegalta Sendai,https://cdn.sofifa.com/teams/112836/light_30.png,575000.0,2000.0,1616,Left,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,16.0,2017-09-11,Sanfrecce Hiroshima,2018.0,175.26,154,60.0,54.0,38.0,63.0,49.0,57.0,46.0,41.0,55.0,60.0,77.0,81.0,88.0,62.0,68.0,58.0,57.0,71.0,68.0,59.0,45.0,26.0,65.0,69.0,43.0,62.0,36.0,36.0,40.0,12.0,7.0,7.0,11.0,7.0,CAM,64.0,2017
9257,235488,D. Yarchuk,22,https://cdn.sofifa.com/players/235/488/17_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,62,68,Estoril Praia,https://cdn.sofifa.com/teams/10020/light_30.png,325000.0,2000.0,1616,Right,1.0,3.0,2.0,Low/ Medium,Lean (170-185),No,SUB,19.0,2016-07-04,None,2019.0,182.88,141,46.0,39.0,53.0,63.0,34.0,59.0,47.0,42.0,62.0,60.0,67.0,74.0,70.0,58.0,67.0,53.0,68.0,77.0,55.0,40.0,60.0,60.0,40.0,46.0,51.0,40.0,64.0,60.0,59.0,7.0,8.0,5.0,11.0,11.0,CDM,61.0,2016
9258,184714,M. Green,29,https://cdn.sofifa.com/players/184/714/17_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,64,64,Mansfield Town,https://cdn.sofifa.com/teams/1940/light_30.png,425000.0,5000.0,1616,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),No,RS,10.0,2015-07-01,None,2017.0,182.88,179,39.0,64.0,54.0,50.0,57.0,61.0,51.0,46.0,45.0,58.0,88.0,89.0,73.0,61.0,69.0,65.0,60.0,78.0,70.0,59.0,55.0,24.0,63.0,55.0,65.0,58.0,17.0,21.0,19.0,16.0,11.0,16.0,6.0,11.0,ST,63.0,2015
9259,227792,Q. Al Khaibari,22,https://cdn.sofifa.com/players/227/792/17_60.png,Saudi Arabia,https://cdn.sofifa.com/flags/sa.png,60,70,Al Qadisiyah,https://cdn.sofifa.com/teams/112391/light_30.png,275000.0,2000.0,1615,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,RES,16.0,2017-09-11,Al Ittihad,2017.0,180.34,176,48.0,58.0,59.0,59.0,49.0,62.0,47.0,35.0,64.0,61.0,47.0,53.0,51.0,63.0,52.0,58.0,51.0,53.0,81.0,55.0,61.0,61.0,55.0,55.0,65.0,60.0,55.0,53.0,54.0,7.0,9.0,15.0,11.0,8.0,CDM,59.0,2017
9260,214395,C. Monsalvo,26,https://cdn.sofifa.com/players/214/395/17_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,69,70,Rionegro Águilas,https://cdn.sofifa.com/teams/112578/light_30.png,1200000.0,3000.0,1615,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,23.0,2017-07-08,None,2022.0,177.8,163,53.0,68.0,65.0,63.0,61.0,64.0,37.0,34.0,41.0,66.0,81.0,80.0,78.0,67.0,77.0,73.0,73.0,68.0,65.0,50.0,37.0,15.0,69.0,51.0,71.0,67.0,17.0,18.0,16.0,14.0,9.0,11.0,9.0,14.0,ST,68.0,2017
9261,188234,Felipe,29,https://cdn.sofifa.com/players/188/234/17_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,70,70,Hannover 96,https://cdn.sofifa.com/teams/485/light_30.png,1000000.0,20000.0,1615,Left,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,SUB,20.0,2012-07-01,None,2018.0,193.04,198,43.0,24.0,71.0,62.0,26.0,52.0,33.0,31.0,62.0,63.0,54.0,62.0,52.0,66.0,44.0,76.0,70.0,48.0,86.0,58.0,82.0,62.0,26.0,38.0,52.0,63.0,65.0,70.0,67.0,13.0,16.0,14.0,12.0,15.0,CB,69.0,2012
9262,216773,R. Gyasi,21,https://cdn.sofifa.com/players/216/773/17_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,64,71,Stabæk Fotball,https://cdn.sofifa.com/teams/917/light_30.png,625000.0,2000.0,1615,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,7.0,2017-04-10,None,2020.0,180.34,165,64.0,64.0,49.0,56.0,55.0,68.0,56.0,41.0,44.0,65.0,84.0,78.0,79.0,55.0,82.0,66.0,72.0,61.0,57.0,56.0,39.0,20.0,61.0,41.0,43.0,59.0,37.0,34.0,37.0,12.0,6.0,9.0,12.0,12.0,RW,64.0,2017
9263,224410,A. Scifo,28,https://cdn.sofifa.com/players/224/410/17_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,65,65,Club Atlético Sarmiento,https://cdn.sofifa.com/teams/112713/light_30.png,400000.0,4000.0,1615,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,4.0,2017-01-13,None,2023.0,180.34,161,59.0,25.0,50.0,58.0,22.0,47.0,45.0,43.0,58.0,58.0,73.0,72.0,59.0,64.0,64.0,46.0,79.0,80.0,60.0,31.0,63.0,63.0,57.0,48.0,50.0,39.0,61.0,67.0,60.0,9.0,9.0,12.0,7.0,16.0,RB,64.0,2017
9264,236727,Mena,18,https://cdn.sofifa.com/players/236/727/17_60.png,Spain,https://cdn.sofifa.com/flags/es.png,62,76,Sevilla Atlético,https://cdn.sofifa.com/teams/110714/light_30.png,550000.0,1000.0,1615,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),No,RES,35.0,2015-07-01,None,2019.0,172.72,141,48.0,47.0,49.0,64.0,42.0,59.0,51.0,55.0,62.0,67.0,63.0,60.0,51.0,65.0,79.0,52.0,55.0,53.0,50.0,40.0,48.0,56.0,54.0,68.0,53.0,52.0,55.0,63.0,59.0,9.0,5.0,7.0,14.0,12.0,CM,61.0,2015
9265,212949,N. De Schutter,27,https://cdn.sofifa.com/players/212/949/17_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,66,66,Waasland-Beveren,https://cdn.sofifa.com/teams/110913/light_30.png,500000.0,4000.0,1615,Right,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,SUB,3.0,2016-07-01,None,2018.0,180.34,170,63.0,23.0,57.0,64.0,28.0,54.0,39.0,45.0,60.0,62.0,57.0,55.0,58.0,65.0,58.0,36.0,69.0,73.0,74.0,27.0,75.0,67.0,53.0,54.0,47.0,49.0,66.0,67.0,67.0,12.0,12.0,9.0,8.0,11.0,CB,66.0,2016
9266,195905,L. Gutiérrez,31,https://cdn.sofifa.com/players/195/905/17_60.png,Bolivia,https://cdn.sofifa.com/flags/bo.png,66,66,AS Monaco,https://cdn.sofifa.com/flags/bo.png,0.0,0.0,1615,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,SUB,4.0,2017-09-11,None,2026.0,180.34,190,59.0,39.0,59.0,33.0,37.0,44.0,48.0,40.0,35.0,47.0,64.0,61.0,68.0,68.0,60.0,51.0,72.0,78.0,78.0,47.0,76.0,62.0,49.0,45.0,42.0,54.0,68.0,71.0,64.0,11.0,7.0,8.0,12.0,12.0,CB,65.0,2017
9267,222052,Lee Myung Jae,22,https://cdn.sofifa.com/players/222/052/17_60.png,Korea Republic,https://cdn.sofifa.com/flags/kr.png,65,74,Ulsan Hyundai FC,https://cdn.sofifa.com/teams/1473/light_30.png,700000.0,3000.0,1615,Left,1.0,3.0,2.0,High/ Medium,Lean (170-185),No,LB,13.0,2014-01-01,None,2017.0,180.34,165,71.0,39.0,54.0,62.0,21.0,67.0,29.0,28.0,53.0,64.0,70.0,58.0,71.0,63.0,69.0,45.0,60.0,64.0,55.0,42.0,69.0,58.0,55.0,57.0,32.0,50.0,65.0,65.0,65.0,13.0,6.0,14.0,15.0,16.0,LWB,64.0,2014
9268,233792,J. Callebaut,19,https://cdn.sofifa.com/players/233/792/17_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,60,72,KV Mechelen,https://cdn.sofifa.com/teams/110724/light_30.png,300000.0,2000.0,1615,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,SUB,33.0,2016-07-01,None,2018.0,170.18,161,60.0,56.0,36.0,66.0,63.0,62.0,61.0,62.0,64.0,61.0,69.0,61.0,70.0,41.0,82.0,65.0,50.0,53.0,37.0,66.0,38.0,49.0,52.0,60.0,51.0,56.0,37.0,45.0,42.0,10.0,9.0,15.0,13.0,9.0,CAM,60.0,2016
9269,230297,Adriano Junqueiras,28,https://cdn.sofifa.com/players/230/297/17_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,67,67,Cruzeiro,https://cdn.sofifa.com/teams/568/light_30.png,725000.0,20000.0,1615,Left,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,15.0,2016-08-31,None,2020.0,180.34,174,42.0,77.0,51.0,54.0,45.0,61.0,52.0,51.0,68.0,60.0,74.0,72.0,65.0,65.0,65.0,73.0,73.0,65.0,71.0,74.0,44.0,30.0,66.0,45.0,50.0,75.0,21.0,24.0,23.0,10.0,8.0,14.0,11.0,11.0,ST,66.0,2016
9270,183662,C. Drazan,25,https://cdn.sofifa.com/players/183/662/17_60.png,Austria,https://cdn.sofifa.com/flags/at.png,64,65,SKN St. Pölten,https://cdn.sofifa.com/teams/112075/light_30.png,500000.0,5000.0,1615,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,SUB,11.0,2016-07-01,None,2018.0,182.88,172,61.0,53.0,56.0,60.0,56.0,61.0,63.0,56.0,61.0,61.0,86.0,85.0,75.0,60.0,58.0,52.0,57.0,62.0,66.0,55.0,68.0,36.0,60.0,58.0,58.0,58.0,13.0,12.0,11.0,15.0,7.0,6.0,14.0,13.0,LM,63.0,2016
9271,237820,G. Mancuso,18,https://cdn.sofifa.com/players/237/820/17_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,57,69,Vélez Sarsfield,https://cdn.sofifa.com/teams/101088/light_30.png,180000.0,2000.0,1615,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,36.0,2017-01-03,None,2019.0,177.8,163,56.0,48.0,51.0,58.0,49.0,61.0,51.0,47.0,57.0,59.0,71.0,67.0,69.0,52.0,67.0,65.0,58.0,68.0,54.0,47.0,42.0,45.0,49.0,57.0,54.0,58.0,48.0,52.0,59.0,8.0,10.0,15.0,14.0,7.0,RM,58.0,2017
9272,207430,R. Edwards,22,https://cdn.sofifa.com/players/207/430/17_60.png,Australia,https://cdn.sofifa.com/flags/au.png,61,69,Partick Thistle FC,https://cdn.sofifa.com/teams/1754/light_30.png,350000.0,2000.0,1615,Right,1.0,2.0,3.0,High/ Medium,Lean (170-),No,RCM,19.0,2015-09-24,None,2020.0,170.18,161,56.0,51.0,48.0,62.0,43.0,65.0,49.0,40.0,55.0,63.0,77.0,73.0,80.0,58.0,81.0,58.0,70.0,82.0,45.0,43.0,46.0,45.0,53.0,58.0,52.0,50.0,32.0,39.0,35.0,12.0,14.0,9.0,6.0,15.0,RM,62.0,2015
9273,237182,Gildo,21,https://cdn.sofifa.com/players/237/182/17_60.png,Mozambique,https://cdn.sofifa.com/flags/mz.png,64,73,Clube Sport Marítimo,https://cdn.sofifa.com/teams/1893/light_30.png,675000.0,3000.0,1615,Right,1.0,3.0,3.0,Medium/ Low,Lean (170-185),No,SUB,25.0,2017-01-10,None,2021.0,170.18,141,62.0,60.0,49.0,64.0,55.0,65.0,50.0,49.0,58.0,67.0,78.0,75.0,83.0,58.0,84.0,67.0,41.0,66.0,39.0,61.0,45.0,38.0,53.0,55.0,58.0,49.0,27.0,29.0,29.0,10.0,8.0,9.0,14.0,9.0,RW,64.0,2017
9274,238222,F. Beijmo,18,https://cdn.sofifa.com/players/238/222/17_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,66,78,Djurgårdens IF,https://cdn.sofifa.com/teams/710/light_30.png,825000.0,1000.0,1615,Right,1.0,3.0,2.0,High/ Medium,Normal (185+),No,RB,22.0,2017-03-30,None,2020.0,185.42000000000002,170,60.0,23.0,57.0,55.0,27.0,55.0,58.0,37.0,50.0,61.0,75.0,90.0,66.0,59.0,65.0,66.0,62.0,88.0,69.0,41.0,58.0,60.0,40.0,36.0,36.0,64.0,57.0,63.0,64.0,6.0,6.0,11.0,8.0,6.0,RB,65.0,2017
9275,230383,Pombaxinho,32,https://cdn.sofifa.com/players/230/383/17_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,72,72,Avaí FC,https://cdn.sofifa.com/teams/111976/light_30.png,1200000.0,1000.0,1615,Right,1.0,3.0,2.0,Medium/ High,Normal (185+),No,RCB,3.0,2015-02-01,None,2020.0,190.5,198,45.0,35.0,77.0,62.0,46.0,45.0,37.0,38.0,61.0,55.0,41.0,61.0,38.0,64.0,41.0,51.0,55.0,50.0,90.0,56.0,45.0,67.0,31.0,62.0,71.0,61.0,74.0,77.0,76.0,15.0,15.0,8.0,10.0,16.0,CB,71.0,2015
9276,229889,A. Bukia,21,https://cdn.sofifa.com/players/229/889/17_60.png,DR Congo,https://cdn.sofifa.com/flags/cd.png,69,75,Boavista FC,https://cdn.sofifa.com/teams/1898/light_30.png,1400000.0,5000.0,1615,Left,1.0,2.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,95.0,2015-07-01,None,2019.0,172.72,143,54.0,64.0,49.0,64.0,55.0,77.0,46.0,39.0,55.0,73.0,78.0,77.0,76.0,72.0,84.0,72.0,48.0,66.0,42.0,42.0,56.0,21.0,67.0,54.0,59.0,56.0,23.0,33.0,27.0,8.0,9.0,6.0,10.0,9.0,LM,68.0,2015
9277,238114,C. Vargas,17,https://cdn.sofifa.com/players/238/114/17_60.png,Mexico,https://cdn.sofifa.com/flags/mx.png,63,75,Club Tijuana,https://cdn.sofifa.com/teams/111678/light_30.png,425000.0,2000.0,1615,Right,1.0,3.0,2.0,Low/ High,Normal (170-185),No,SUB,88.0,2017-03-15,None,2020.0,175.26,168,46.0,39.0,56.0,57.0,39.0,40.0,44.0,44.0,55.0,51.0,69.0,67.0,65.0,58.0,70.0,59.0,71.0,65.0,62.0,48.0,67.0,62.0,45.0,52.0,47.0,56.0,63.0,66.0,63.0,6.0,13.0,12.0,6.0,8.0,CB,62.0,2017
9278,189386,K. Diaz,27,https://cdn.sofifa.com/players/189/386/17_60.png,France,https://cdn.sofifa.com/flags/fr.png,63,63,Red Star FC,https://cdn.sofifa.com/teams/111273/light_30.png,325000.0,2000.0,1615,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,SUB,8.0,2015-07-24,None,2017.0,175.26,143,62.0,54.0,53.0,63.0,49.0,65.0,63.0,65.0,55.0,63.0,74.0,72.0,78.0,55.0,76.0,65.0,58.0,60.0,47.0,60.0,32.0,40.0,63.0,50.0,65.0,43.0,32.0,25.0,22.0,12.0,7.0,9.0,10.0,11.0,RM,63.0,2015
9279,204826,A. Ba,25,https://cdn.sofifa.com/players/204/826/17_60.png,Senegal,https://cdn.sofifa.com/flags/sn.png,75,79,TSV 1860 München,https://cdn.sofifa.com/teams/33/light_30.png,4400000.0,20000.0,1615,Right,1.0,2.0,2.0,Low/ Medium,Lean (185+),No,CB,25.0,2017-09-11,FC Porto,2017.0,198.12,174,35.0,22.0,81.0,58.0,30.0,35.0,36.0,59.0,41.0,53.0,66.0,62.0,39.0,66.0,31.0,58.0,73.0,67.0,77.0,50.0,81.0,77.0,25.0,40.0,68.0,55.0,76.0,76.0,68.0,11.0,12.0,12.0,15.0,15.0,CB,74.0,2017
9280,229500,Jaquité,20,https://cdn.sofifa.com/players/229/500/17_60.png,Guinea Bissau,https://cdn.sofifa.com/flags/gw.png,63,73,CD Tondela,https://cdn.sofifa.com/teams/112516/light_30.png,475000.0,1000.0,1615,Right,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,10.0,2015-07-08,None,2017.0,172.72,143,48.0,32.0,56.0,64.0,34.0,51.0,47.0,46.0,54.0,55.0,64.0,67.0,66.0,66.0,80.0,54.0,74.0,82.0,44.0,35.0,72.0,63.0,34.0,49.0,46.0,40.0,57.0,66.0,60.0,12.0,10.0,10.0,6.0,11.0,CDM,62.0,2015
9281,226706,Felipe Pires,21,https://cdn.sofifa.com/players/226/706/17_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,66,72,FK Austria Wien,https://cdn.sofifa.com/teams/256/light_30.png,850000.0,6000.0,1615,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,LM,95.0,2017-09-11,TSG 1899 Hoffenheim,2018.0,177.8,150,62.0,58.0,43.0,59.0,53.0,72.0,56.0,43.0,61.0,68.0,83.0,84.0,74.0,49.0,73.0,57.0,57.0,69.0,45.0,44.0,44.0,27.0,56.0,62.0,56.0,48.0,26.0,36.0,43.0,8.0,11.0,10.0,11.0,15.0,RM,65.0,2017
9282,152621,J. Bjørdal,30,https://cdn.sofifa.com/players/152/621/17_60.png,Norway,https://cdn.sofifa.com/flags/no.png,68,68,Rosenborg BK,https://cdn.sofifa.com/teams/298/light_30.png,625000.0,5000.0,1615,Right,1.0,2.0,2.0,Medium/ Medium,Normal (185+),No,SUB,14.0,2015-07-22,None,2017.0,187.96,183,44.0,32.0,65.0,62.0,31.0,40.0,25.0,27.0,63.0,62.0,60.0,61.0,61.0,65.0,56.0,67.0,70.0,70.0,82.0,52.0,70.0,64.0,44.0,57.0,34.0,72.0,66.0,66.0,64.0,16.0,13.0,6.0,10.0,10.0,CB,67.0,2015
9283,226046,M. Gamakov,22,https://cdn.sofifa.com/players/226/046/17_60.png,Bulgaria,https://cdn.sofifa.com/flags/bg.png,65,73,Ruch Chorzów,https://cdn.sofifa.com/teams/874/light_30.png,675000.0,3000.0,1615,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,SUB,38.0,2017-09-11,Lechia Gdańsk,2017.0,187.96,172,32.0,42.0,63.0,70.0,32.0,52.0,42.0,37.0,59.0,67.0,53.0,59.0,50.0,66.0,52.0,65.0,66.0,71.0,66.0,66.0,70.0,61.0,46.0,43.0,48.0,50.0,63.0,62.0,59.0,13.0,9.0,12.0,12.0,7.0,CDM,64.0,2017
9284,223309,U. Kurt,25,https://cdn.sofifa.com/players/223/309/17_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,71,76,Çaykur Rizespor,https://cdn.sofifa.com/teams/101037/light_30.png,1800000.0,10000.0,1615,Left,1.0,2.0,2.0,Low/ High,Lean (185+),No,SUB,80.0,2016-02-01,None,2018.0,187.96,165,36.0,23.0,73.0,61.0,29.0,58.0,33.0,41.0,64.0,58.0,54.0,68.0,67.0,67.0,64.0,66.0,75.0,70.0,73.0,28.0,78.0,71.0,30.0,28.0,41.0,45.0,70.0,68.0,67.0,11.0,9.0,14.0,8.0,12.0,CB,70.0,2016
9285,234651,D. Stec,22,https://cdn.sofifa.com/players/234/651/17_60.png,Austria,https://cdn.sofifa.com/flags/at.png,63,68,SKN St. Pölten,https://cdn.sofifa.com/teams/112075/light_30.png,375000.0,3000.0,1615,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,RB,29.0,2014-07-01,None,2018.0,177.8,154,72.0,47.0,48.0,55.0,23.0,64.0,67.0,32.0,47.0,63.0,73.0,68.0,64.0,56.0,69.0,58.0,57.0,68.0,51.0,47.0,55.0,55.0,57.0,42.0,40.0,40.0,56.0,63.0,65.0,8.0,15.0,14.0,9.0,7.0,RB,63.0,2014
9286,183945,F. Brustad,27,https://cdn.sofifa.com/players/183/945/17_60.png,Norway,https://cdn.sofifa.com/flags/no.png,66,66,Molde FK,https://cdn.sofifa.com/teams/417/light_30.png,650000.0,3000.0,1615,Right,1.0,2.0,2.0,Medium/ Medium,Normal (185+),No,SUB,33.0,2016-07-22,None,2019.0,190.5,190,57.0,66.0,61.0,58.0,48.0,60.0,59.0,32.0,45.0,63.0,82.0,90.0,65.0,59.0,52.0,68.0,52.0,74.0,81.0,57.0,45.0,38.0,62.0,60.0,38.0,59.0,39.0,29.0,12.0,13.0,12.0,16.0,7.0,15.0,ST,65.0,2016
9287,212833,R. Brindley,23,https://cdn.sofifa.com/players/212/833/17_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,62,69,Colchester United,https://cdn.sofifa.com/teams/1935/light_30.png,325000.0,3000.0,1615,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,RWB,2.0,2015-07-01,None,2017.0,177.8,170,59.0,47.0,51.0,56.0,26.0,54.0,50.0,50.0,52.0,56.0,78.0,80.0,62.0,56.0,70.0,48.0,60.0,70.0,64.0,37.0,53.0,58.0,52.0,36.0,59.0,36.0,54.0,60.0,59.0,11.0,12.0,8.0,12.0,15.0,RWB,61.0,2015
9288,229868,D. Mignanelli,23,https://cdn.sofifa.com/players/229/868/17_60.png,Italy,https://cdn.sofifa.com/flags/it.png,65,72,Ascoli,https://cdn.sofifa.com/teams/1847/light_30.png,625000.0,2000.0,1615,Left,1.0,3.0,2.0,Medium/ Medium,Lean (185+),No,LB,33.0,2016-08-06,None,2019.0,185.42000000000002,161,65.0,35.0,40.0,61.0,57.0,59.0,31.0,25.0,58.0,68.0,74.0,82.0,72.0,65.0,81.0,58.0,48.0,80.0,58.0,49.0,56.0,54.0,44.0,37.0,29.0,52.0,59.0,61.0,63.0,9.0,7.0,10.0,15.0,5.0,LWB,65.0,2016
