,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value(£),Wage(£),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Joined,Loaned From,Contract Valid Until,Height(cm.),Weight(lbs.),Release Clause(£),Kit Number,Best Overall Rating,Year_Joined
10423,253301,21 J. Trinidad,27,https://cdn.sofifa.net/players/253/301/21_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,62,63,Centro Atlético Fénix,https://cdn.sofifa.net/teams/111002/30.png,475000.0,500.0,1491,Right,1.0,3.0,2.0,Medium/ Low,Normal (170-185),No,SUB,2019-01-07,None,2023.0,180.0,176.4,1100000.0,28.0,0.0,2019
10424,255419,J. Mumbongo,23,https://cdn.sofifa.net/players/255/419/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,59,64,Tranmere Rovers,https://cdn.sofifa.net/teams/15048/30.png,350000.0,3000.0,1491,Right,1.0,3.0,2.0,Medium/ Medium,Stocky (185+),No,SUB,2022-07-28,None,2023.0,188.0,176.4,639000.0,25.0,0.0,2022
10425,270527,M. Bojang,21,https://cdn.sofifa.net/players/270/527/23_60.png,Gambia,https://cdn.sofifa.net/flags/gm.png,58,66,Hibernian,https://cdn.sofifa.net/teams/81/30.png,450000.0,1000.0,1491,Right,1.0,2.0,2.0,Medium/ Low,Lean (170-185),No,SUB,2022-07-01,None,2023.0,182.0,152.145,878000.0,17.0,0.0,2022
10426,258160,21 Álex Martínez,21,https://cdn.sofifa.net/players/258/160/21_60.png,Spain,https://cdn.sofifa.net/flags/es.png,61,73,UD Logroñés,https://cdn.sofifa.net/teams/476/30.png,800000.0,1000.0,1491,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-),No,RES,2019-07-01,None,2021.0,164.0,138.915,1400000.0,28.0,0.0,2019
10427,254886,20 J. Asani,24,https://cdn.sofifa.net/players/254/886/20_60.png,Albania,https://cdn.sofifa.net/flags/al.png,59,64,AIK,https://cdn.sofifa.net/teams/433/30.png,210000.0,2000.0,1491,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RWB,2017-09-22,None,2021.0,179.0,136.71,278000.0,21.0,0.0,2017
10428,266737,22 S. Plazibat,31,https://cdn.sofifa.net/players/266/737/22_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,63,63,FC Academica Clinceni,https://cdn.sofifa.net/teams/113391/30.png,400000.0,2000.0,1491,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,ST,2022-01-26,None,2022.0,185.0,176.4,540000.0,9.0,0.0,2022
10429,257512,22 E. Montejano,19,https://cdn.sofifa.net/players/257/512/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,63,71,Club Universidad Nacional,https://cdn.sofifa.net/teams/1881/30.png,1000000.0,2000.0,1491,Right,1.0,3.0,2.0,High/ Low,Normal (170-185),No,SUB,2020-07-01,None,2023.0,175.0,163.17000000000002,1900000.0,27.0,0.0,2020
10430,259426,A. Al Ghamdi,20,https://cdn.sofifa.net/players/259/426/23_60.png,Saudi Arabia,https://cdn.sofifa.net/flags/sa.png,56,68,Ettifaq FC,https://cdn.sofifa.net/teams/112096/30.png,350000.0,3000.0,1491,Right,1.0,4.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,2020-01-27,None,2024.0,178.0,152.145,648000.0,15.0,0.0,2020
10431,260675,22 D. Stephenson,18,https://cdn.sofifa.net/players/260/675/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,59,78,Newcastle United,https://cdn.sofifa.net/teams/13/30.png,575000.0,3000.0,1491,Right,1.0,3.0,2.0,High/ Low,Normal (170-185),No,RES,2019-07-01,None,2023.0,183.0,160.965,1500000.0,55.0,0.0,2019
10432,254673,21 D. Rodríguez,24,https://cdn.sofifa.net/players/254/673/21_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,60,63,Zamora Fútbol Club,https://cdn.sofifa.net/teams/112912/30.png,325000.0,500.0,1491,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-),No,LM,2019-07-01,None,2024.0,165.0,138.915,723000.0,7.0,0.0,2019
10433,258303,22 M. Sitek,20,https://cdn.sofifa.net/players/258/303/22_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,63,72,PGE FKS Stal Mielec,https://cdn.sofifa.net/teams/114004/30.png,1100000.0,750.0,1491,Right,1.0,2.0,2.0,Medium/ Low,Normal (170-185),No,RM,2020-08-16,None,2023.0,174.0,145.53,1700000.0,11.0,0.0,2020
10434,257802,21 O. Ursu,25,https://cdn.sofifa.net/players/257/802/21_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,62,63,AFC UTA Arad,https://cdn.sofifa.net/teams/110750/30.png,475000.0,1000.0,1491,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,RM,2019-07-15,None,2021.0,176.0,154.35,677000.0,7.0,0.0,2019
10435,253252,21 R. Fernández,19,https://cdn.sofifa.net/players/253/252/21_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,61,74,Club Guaraní,https://cdn.sofifa.net/teams/111329/30.png,725000.0,500.0,1491,Left,1.0,3.0,2.0,Low/ High,Normal (185+),No,LCB,2019-01-01,None,2021.0,188.0,180.81,2000000.0,14.0,0.0,2019
10436,253801,22 A. Farreras,20,https://cdn.sofifa.net/players/253/801/22_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,62,69,Aragua Fútbol Club,https://cdn.sofifa.net/teams/112916/30.png,725000.0,500.0,1491,Right,1.0,2.0,2.0,Medium/ Medium,Normal (170-185),No,RCB,2019-01-01,None,2022.0,175.0,145.53,1700000.0,18.0,0.0,2019
10437,253397,22 André Ribeiro,23,https://cdn.sofifa.net/players/253/397/22_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,59,65,Grasshopper Club Zürich,https://cdn.sofifa.net/teams/322/30.png,350000.0,2000.0,1491,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,RES,2021-02-11,None,2023.0,180.0,169.785,578000.0,17.0,0.0,2021
10438,254483,22 J. Díaz,22,https://cdn.sofifa.net/players/254/483/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,63,71,Santos Laguna,https://cdn.sofifa.net/teams/110144/30.png,1000000.0,4000.0,1491,Right,1.0,2.0,2.0,Medium/ High,Lean (170-185),No,RES,2019-07-01,None,2025.0,178.0,152.145,1900000.0,4.0,0.0,2019
10439,255333,M. Pérez,22,https://cdn.sofifa.net/players/255/333/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,67,74,Club Atlético Lanús,https://cdn.sofifa.net/teams/110395/30.png,1900000.0,5000.0,1491,Right,1.0,2.0,2.0,Medium/ Medium,Normal (170-185),No,RCB,2020-01-23,None,2026.0,183.0,165.375,3200000.0,22.0,0.0,2020
10440,263307,22 N. Piwernetz,21,https://cdn.sofifa.net/players/263/307/22_60.png,Germany,https://cdn.sofifa.net/flags/de.png,62,69,TSV Havelse,https://cdn.sofifa.net/teams/110678/30.png,775000.0,500.0,1491,Left,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,2021-07-14,None,2022.0,176.0,158.76,1300000.0,6.0,0.0,2021
10441,264186,22 Kevin,22,https://cdn.sofifa.net/players/264/186/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,59,68,CF Fuenlabrada,https://cdn.sofifa.net/teams/110065/30.png,500000.0,1000.0,1491,Right,1.0,3.0,4.0,Medium/ Medium,Normal (170-185),No,RES,2021-07-01,None,2022.0,180.0,165.375,875000.0,33.0,0.0,2021
10442,268120,Vere,21,https://cdn.sofifa.net/players/268/120/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,61,73,Rayo Vallecano,https://cdn.sofifa.net/teams/480/30.png,800000.0,2000.0,1491,Left,1.0,5.0,3.0,Medium/ High,Normal (170-185),No,RES,2021-07-01,None,2023.0,182.0,160.965,1800000.0,34.0,0.0,2021
10443,267449,22 R. Ortiz,26,https://cdn.sofifa.net/players/267/449/22_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,63,64,General Caballero (JLM),https://cdn.sofifa.net/teams/116007/30.png,575000.0,500.0,1490,Left,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,ST,2022-01-01,None,2022.0,181.0,183.01500000000001,1300000.0,14.0,0.0,2022
10444,261621,22 L. Mbete,17,https://cdn.sofifa.net/players/261/621/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,62,82,Manchester City,https://cdn.sofifa.net/teams/10/30.png,1000000.0,700.0,1490,Left,1.0,3.0,2.0,Medium/ High,Normal (185+),No,RES,2020-07-01,None,2027.0,185.0,171.99,2900000.0,79.0,0.0,2020
10445,255400,A. Tanghe,23,https://cdn.sofifa.net/players/255/400/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,67,75,KV Oostende,https://cdn.sofifa.net/teams/682/30.png,2100000.0,4000.0,1490,Right,1.0,3.0,2.0,Low/ High,Lean (185+),No,CB,2020-07-17,None,2026.0,187.0,154.35,3500000.0,33.0,0.0,2020
10446,202408,A. Flint,32,https://cdn.sofifa.net/players/202/408/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,71,71,Stoke City,https://cdn.sofifa.net/teams/1806/30.png,1200000.0,17000.0,1490,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,CB,2022-07-01,None,2023.0,197.0,183.01500000000001,2300000.0,4.0,0.0,2022
10447,242710,T. John-Jules,21,https://cdn.sofifa.net/players/242/710/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,62,72,Ipswich Town,https://cdn.sofifa.net/teams/94/30.png,900000.0,10000.0,1490,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,SUB,2022-08-11,Arsenal,2023.0,183.0,165.375,1300000.0,14.0,0.0,2022
10448,263487,Shi Yan,20,https://cdn.sofifa.net/players/263/487/23_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,59,74,Tianjin Jinmen Tiger FC,https://cdn.sofifa.net/teams/111774/30.png,550000.0,1000.0,1490,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,LM,2021-07-13,None,2024.0,174.0,141.12,1200000.0,40.0,0.0,2021
10449,270416,I. Kohl,19,https://cdn.sofifa.net/players/270/416/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,57,69,Sportclub Verl,https://cdn.sofifa.net/teams/110501/30.png,375000.0,500.0,1490,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,RES,2022-07-01,None,2023.0,186.0,178.60500000000002,619000.0,33.0,0.0,2022
10450,203888,Eric Botteghin,34,https://cdn.sofifa.net/players/203/888/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,73,73,Ascoli,https://cdn.sofifa.net/teams/1847/30.png,1000000.0,5000.0,1490,Right,2.0,2.0,2.0,Low/ High,Stocky (185+),No,RCB,2021-08-03,None,2023.0,193.0,196.245,1600000.0,33.0,0.0,2021
10451,259773,22 K. Moreno,24,https://cdn.sofifa.net/players/259/773/22_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,66,72,Carlos A. Mannucci,https://cdn.sofifa.net/teams/114619/30.png,1300000.0,500.0,1490,Left,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,LB,2019-01-01,None,2021.0,178.0,156.555,3100000.0,20.0,0.0,2019
10452,212455,17 H. Mastour,18,https://cdn.sofifa.net/players/212/455/17_60.png,Morocco,https://cdn.sofifa.net/flags/ma.png,65,76,PEC Zwolle,https://cdn.sofifa.net/teams/1914/30.png,775000.0,3000.0,1490,Right,1.0,3.0,5.0,Medium/ Low,Lean (170-185),No,SUB,2022-08-11,AC Milan,2017.0,175.0,138.915,1300000.0,98.0,0.0,2022
10453,255719,20 D. Theobalds,24,https://cdn.sofifa.net/players/255/719/20_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,54,57,Korona Kielce,https://cdn.sofifa.net/teams/111083/30.png,80000.0,800.0,1490,Right,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,2020-02-05,None,2022.0,179.0,152.145,114000.0,26.0,0.0,2020
10454,242682,K. O'Sullivan,22,https://cdn.sofifa.net/players/242/682/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,56,66,Sligo Rovers,https://cdn.sofifa.net/teams/563/30.png,325000.0,500.0,1490,Right,1.0,2.0,2.0,High/ High,Lean (170-185),No,RM,2021-12-28,None,2023.0,175.0,154.35,569000.0,14.0,0.0,2021
10455,262643,A. Ercan,21,https://cdn.sofifa.net/players/262/643/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,57,64,Borussia Dortmund II,https://cdn.sofifa.net/teams/110676/30.png,300000.0,550.0,1490,Right,1.0,3.0,2.0,High/ Medium,Lean (185+),No,RES,2020-07-01,None,2023.0,191.0,174.195,495000.0,21.0,0.0,2020
10456,257723,G. Turda,24,https://cdn.sofifa.net/players/257/723/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,66,71,Campionii FC Arges,https://cdn.sofifa.net/teams/100759/30.png,1200000.0,2000.0,1490,Right,1.0,2.0,2.0,Medium/ High,Lean (185+),No,SUB,2018-07-01,None,2024.0,188.0,174.195,1700000.0,5.0,0.0,2018
10457,256517,21 A. Taylor,18,https://cdn.sofifa.net/players/256/517/21_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,52,72,Kilmarnock,https://cdn.sofifa.net/teams/82/30.png,220000.0,500.0,1490,Right,1.0,3.0,2.0,High/ High,Normal (170-185),No,RES,2018-07-01,None,2021.0,175.0,158.76,605000.0,33.0,0.0,2018
10458,261696,L. Onetto,25,https://cdn.sofifa.net/players/261/696/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,66,69,Cerro Largo Fútbol Club,https://cdn.sofifa.net/teams/115536/30.png,1100000.0,500.0,1490,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,SUB,2021-04-22,None,2022.0,178.0,154.35,2400000.0,11.0,0.0,2021
10459,256023,21 J. Korbaj,20,https://cdn.sofifa.net/players/256/023/21_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,57,65,Zamora Fútbol Club,https://cdn.sofifa.net/teams/112912/30.png,350000.0,500.0,1490,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-),No,SUB,2020-01-01,None,2024.0,168.0,154.35,823000.0,16.0,0.0,2020
10460,263385,22 Z. Jones,20,https://cdn.sofifa.net/players/263/385/22_60.png,United States,https://cdn.sofifa.net/flags/us.png,57,67,Tromsø IL,https://cdn.sofifa.net/teams/418/30.png,375000.0,500.0,1490,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,SUB,2022-08-11,Ferencvárosi TC,2022.0,181.0,158.76,1300000.0,60.0,0.0,2022
10461,238187,R. Nartey,23,https://cdn.sofifa.net/players/238/187/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,61,68,Salford City,https://cdn.sofifa.net/teams/113926/30.png,600000.0,3000.0,1490,Right,1.0,3.0,2.0,Medium/ Medium,Lean (185+),No,LCB,2022-07-26,None,2023.0,185.0,171.99,1200000.0,25.0,0.0,2022
10462,262558,A. Dahl,20,https://cdn.sofifa.net/players/262/558/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,56,70,Silkeborg IF,https://cdn.sofifa.net/teams/270/30.png,350000.0,1000.0,1490,Right,1.0,2.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,2021-02-26,None,2025.0,177.0,138.915,656000.0,18.0,0.0,2021
10463,267867,22 Wanya Marçal,18,https://cdn.sofifa.net/players/267/867/22_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,60,75,Leicester City,https://cdn.sofifa.net/teams/95/30.png,575000.0,4000.0,1490,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,RES,2022-02-22,None,2024.0,181.0,158.76,1500000.0,54.0,0.0,2022
10464,261651,21 K. Lont,20,https://cdn.sofifa.net/players/261/651/21_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,61,70,Feyenoord,https://cdn.sofifa.net/teams/246/30.png,725000.0,2000.0,1490,Right,1.0,2.0,3.0,Medium/ Medium,Lean (170-185),No,RES,2020-07-01,None,2021.0,179.0,165.375,1200000.0,51.0,0.0,2020
10465,258571,22 S. Anne,22,https://cdn.sofifa.net/players/258/571/22_60.png,Mauritania,https://cdn.sofifa.net/flags/mr.png,63,72,CD Tondela,https://cdn.sofifa.net/teams/112516/30.png,1100000.0,2000.0,1490,Left,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,RES,2020-09-30,None,2022.0,190.0,169.785,2500000.0,45.0,0.0,2020
10466,266246,T. Gutierrez,22,https://cdn.sofifa.net/players/266/246/23_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,62,72,Barracas Central,https://cdn.sofifa.net/teams/113044/30.png,825000.0,2000.0,1490,Left,1.0,2.0,2.0,Medium/ Medium,Stocky (185+),No,RES,2022-08-11,River Plate,2022.0,186.0,163.17000000000002,1300000.0,6.0,0.0,2022
10467,260808,21 L. Opara,20,https://cdn.sofifa.net/players/260/808/21_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,59,69,FC Lugano,https://cdn.sofifa.net/teams/10032/30.png,475000.0,1000.0,1490,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,RES,2021-01-19,None,2021.0,187.0,176.4,784000.0,13.0,0.0,2021
10468,266031,Rubén Iranzo,19,https://cdn.sofifa.net/players/266/031/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,63,80,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,1200000.0,3000.0,1490,Right,1.0,3.0,2.0,Low/ High,Lean (170-185),No,RES,2021-07-01,None,2023.0,182.0,152.145,3300000.0,39.0,0.0,2021
10469,266443,22 K. Okazawa,17,https://cdn.sofifa.net/players/266/443/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,58,68,Cerezo Osaka,https://cdn.sofifa.net/teams/101148/30.png,400000.0,500.0,1490,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-),No,RES,2022-01-17,None,2023.0,165.0,132.3,580000.0,28.0,0.0,2022
10470,256672,R. Staunton,20,https://cdn.sofifa.net/players/256/672/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,59,71,Bradford City,https://cdn.sofifa.net/teams/1804/30.png,500000.0,2000.0,1490,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,2019-12-24,None,2024.0,183.0,167.58,975000.0,26.0,0.0,2019
10471,268104,22 M. Mansfeld,20,https://cdn.sofifa.net/players/268/104/22_60.png,Germany,https://cdn.sofifa.net/flags/de.png,57,67,Fortuna Düsseldorf,https://cdn.sofifa.net/teams/110636/30.png,375000.0,3000.0,1490,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,RES,2021-09-15,None,2022.0,194.0,178.60500000000002,675000.0,43.0,0.0,2021
10472,264860,22 F. Johnson,16,https://cdn.sofifa.net/players/264/860/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,52,63,Stevenage,https://cdn.sofifa.net/teams/361/30.png,160000.0,500.0,1490,Right,1.0,3.0,2.0,High/ Medium,Lean (170-185),No,RES,2021-05-08,None,2022.0,177.0,154.35,312000.0,32.0,0.0,2021
10473,255996,21 J. Salas,25,https://cdn.sofifa.net/players/255/996/21_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,63,68,FBC Melgar,https://cdn.sofifa.net/teams/111334/30.png,650000.0,500.0,1489,Right,1.0,3.0,2.0,Medium/ High,Normal (185+),No,RES,2021-01-20,None,2021.0,185.0,187.425,1400000.0,5.0,0.0,2021
10474,269399,P. Knudsen,24,https://cdn.sofifa.net/players/269/399/23_60.png,Faroe Islands,https://cdn.sofifa.net/flags/fo.png,59,64,Lyngby BK,https://cdn.sofifa.net/teams/15001/30.png,350000.0,2000.0,1489,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,SUB,2021-07-01,None,2023.0,180.0,167.58,464000.0,8.0,0.0,2021
10475,251312,J. Armer,21,https://cdn.sofifa.net/players/251/312/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,61,70,Carlisle United,https://cdn.sofifa.net/teams/1480/30.png,700000.0,2000.0,1489,Left,1.0,2.0,2.0,High/ High,Normal (185+),No,LWB,2020-08-06,None,2023.0,185.0,163.17000000000002,1400000.0,3.0,0.0,2020
10476,260266,N. Amarilla,34,https://cdn.sofifa.net/players/260/266/23_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,66,66,Club Deportivo Guabirá,https://cdn.sofifa.net/teams/114600/30.png,275000.0,500.0,1489,Left,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,RCB,2020-01-01,None,2022.0,180.0,165.375,591000.0,29.0,0.0,2020
10477,253875,L. Colmenarez,33,https://cdn.sofifa.net/players/253/875/23_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,61,61,Metropolitanos de Caracas FC,https://cdn.sofifa.net/teams/112914/30.png,170000.0,500.0,1489,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,2021-01-01,None,2022.0,176.0,174.195,366000.0,13.0,0.0,2021
10478,259260,21 Lucas Rodrigues,20,https://cdn.sofifa.net/players/259/260/21_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,57,65,Club Plaza de Deportes Colonia,https://cdn.sofifa.net/teams/114024/30.png,350000.0,500.0,1489,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,2020-10-12,None,2024.0,178.0,163.17000000000002,823000.0,44.0,0.0,2020
10479,259467,E. Dueñas,21,https://cdn.sofifa.net/players/259/467/23_60.png,El Salvador,https://cdn.sofifa.net/flags/sv.png,61,71,FC Cartagena,https://cdn.sofifa.net/teams/100851/30.png,725000.0,1000.0,1489,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,2022-07-10,None,2024.0,180.0,156.555,1300000.0,29.0,0.0,2022
10480,263344,M. Riou,21,https://cdn.sofifa.net/players/263/344/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,63,73,En Avant de Guingamp,https://cdn.sofifa.net/teams/62/30.png,1000000.0,1000.0,1489,Right,1.0,4.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,2021-07-01,None,2023.0,181.0,169.785,2000000.0,26.0,0.0,2021
10481,257834,21 G. Rivero,28,https://cdn.sofifa.net/players/257/834/21_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,60,60,Patronato,https://cdn.sofifa.net/teams/110581/30.png,250000.0,3000.0,1489,Right,1.0,2.0,2.0,High/ Medium,Stocky (170-185),No,RES,2020-08-01,None,2021.0,182.0,183.01500000000001,363000.0,9.0,0.0,2020
10482,261471,22 G. Reyes,18,https://cdn.sofifa.net/players/261/471/22_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,56,71,Academia Puerto Cabello,https://cdn.sofifa.net/teams/114611/30.png,325000.0,500.0,1489,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,2021-01-27,None,2022.0,175.0,158.76,902000.0,25.0,0.0,2021
10483,264163,22 Calderón,21,https://cdn.sofifa.net/players/264/163/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,60,71,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,525000.0,2000.0,1489,Left,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,RES,2019-07-01,None,2023.0,173.0,134.505,1200000.0,36.0,0.0,2019
10484,263520,22 N. Hara,17,https://cdn.sofifa.net/players/263/520/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,53,71,Shonan Bellmare,https://cdn.sofifa.net/teams/113161/30.png,230000.0,500.0,1489,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,RES,2021-07-20,None,2023.0,177.0,138.915,431000.0,34.0,0.0,2021
10485,261377,R. Lutiger,20,https://cdn.sofifa.net/players/261/377/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,65,78,Club Sporting Cristal,https://cdn.sofifa.net/teams/111013/30.png,1600000.0,500.0,1489,Left,1.0,3.0,2.0,Medium/ High,Normal (185+),No,SUB,2019-01-01,None,2022.0,188.0,174.195,4400000.0,19.0,0.0,2019
10486,256932,22 L. Vishi,19,https://cdn.sofifa.net/players/256/932/22_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,54,69,FC Basel 1893,https://cdn.sofifa.net/teams/896/30.png,250000.0,1000.0,1489,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,2020-06-21,None,2022.0,180.0,160.965,531000.0,38.0,0.0,2020
10487,267780,22 D. Vos,19,https://cdn.sofifa.net/players/267/780/22_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,61,75,PSV,https://cdn.sofifa.net/teams/247/30.png,725000.0,1000.0,1489,Left,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RES,2022-02-20,None,2023.0,181.0,158.76,1500000.0,43.0,0.0,2022
10488,255228,22 F. Unoki,19,https://cdn.sofifa.net/players/255/228/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,58,64,Kashiwa Reysol,https://cdn.sofifa.net/teams/101145/30.png,300000.0,1000.0,1489,Left,1.0,2.0,2.0,Medium/ Medium,Normal (170-),No,RES,2020-01-04,None,2023.0,167.0,147.735,435000.0,37.0,0.0,2020
10489,257962,L. Wouters,23,https://cdn.sofifa.net/players/257/962/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,61,67,RKC Waalwijk,https://cdn.sofifa.net/teams/1905/30.png,475000.0,1000.0,1489,Left,1.0,3.0,2.0,Medium/ High,Normal (170-185),No,SUB,2020-07-01,None,2023.0,183.0,171.99,784000.0,34.0,0.0,2020
10490,269711,A. Eren,20,https://cdn.sofifa.net/players/269/711/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,56,66,MKE Ankaragücü,https://cdn.sofifa.net/teams/101007/30.png,325000.0,2000.0,1489,Left,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,RES,2021-07-05,None,2023.0,182.0,163.17000000000002,699000.0,92.0,0.0,2021
10491,263147,22 A. Musi,16,https://cdn.sofifa.net/players/263/147/22_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,59,78,FCSB (Steaua),https://cdn.sofifa.net/teams/100761/30.png,550000.0,600.0,1489,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,RES,2020-07-06,None,2023.0,180.0,154.35,1100000.0,30.0,0.0,2020
10492,267592,M. Trusa,21,https://cdn.sofifa.net/players/267/592/23_60.png,Slovakia,https://cdn.sofifa.net/flags/sk.png,64,72,FC Viktoria Plzeň,https://cdn.sofifa.net/teams/110468/30.png,1300000.0,500.0,1489,Right,1.0,2.0,2.0,High/ Medium,Lean (185+),No,SUB,2022-02-10,None,2026.0,186.0,176.4,3100000.0,11.0,0.0,2022
10493,258662,N. Iseguan,19,https://cdn.sofifa.net/players/258/662/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,53,65,Exeter City,https://cdn.sofifa.net/teams/143/30.png,210000.0,700.0,1489,Left,1.0,3.0,2.0,High/ Medium,Lean (185+),No,SUB,2020-06-30,None,2023.0,185.0,149.94,410000.0,32.0,0.0,2020
10494,263550,R. Capellini,22,https://cdn.sofifa.net/players/263/550/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,63,71,Benevento,https://cdn.sofifa.net/teams/112026/30.png,1000000.0,900.0,1489,Right,1.0,3.0,2.0,Medium/ Medium,Lean (185+),No,SUB,2022-07-01,None,2026.0,186.0,163.17000000000002,1800000.0,96.0,0.0,2022
